machine_id,timestamp,risk_level,failure_prob,alert_reason
3,2024-02-24 23:00:00,HIGH,0.6351,ML model predicts FAILURE (prob=63.5%) | ⚠ CRITICAL: Temperature=113.82°C | ⚠ CRITICAL: Vibration=2.034 mm/s
3,2024-02-28 03:00:00,HIGH,0.6348,ML model predicts FAILURE (prob=63.5%) | ⚠ CRITICAL: Temperature=117.63°C | ⚠ CRITICAL: Vibration=2.2577 mm/s
4,2024-02-22 07:00:00,HIGH,0.6347,ML model predicts FAILURE (prob=63.5%) | ⚠ WARNING: Temperature=105.03°C
1,2024-02-17 09:00:00,HIGH,0.6343,ML model predicts FAILURE (prob=63.4%)
4,2024-02-21 11:00:00,HIGH,0.6341,ML model predicts FAILURE (prob=63.4%) | ⚠ WARNING: Temperature=101.14°C
5,2024-02-21 19:00:00,HIGH,0.6336,ML model predicts FAILURE (prob=63.4%) | ⚠ WARNING: Temperature=107.05°C
4,2024-02-26 15:00:00,HIGH,0.6329,ML model predicts FAILURE (prob=63.3%) | ⚠ CRITICAL: Temperature=111.02°C | ⚠ CRITICAL: Vibration=2.1466 mm/s
4,2024-02-22 18:00:00,HIGH,0.6329,ML model predicts FAILURE (prob=63.3%) | ⚠ WARNING: Temperature=105.08°C
1,2024-02-26 16:00:00,HIGH,0.6328,ML model predicts FAILURE (prob=63.3%) | ⚠ WARNING: Temperature=100.73°C | ⚠ CRITICAL: Vibration=2.1796 mm/s
1,2024-02-22 18:00:00,HIGH,0.6324,ML model predicts FAILURE (prob=63.2%) | ⚠ WARNING: Temperature=98.52°C
1,2024-02-23 00:00:00,HIGH,0.6323,ML model predicts FAILURE (prob=63.2%) | ⚠ WARNING: Temperature=97.28°C
2,2024-02-22 19:00:00,HIGH,0.6315,ML model predicts FAILURE (prob=63.1%) | ⚠ WARNING: Temperature=105.94°C
5,2024-02-22 16:00:00,HIGH,0.6309,ML model predicts FAILURE (prob=63.1%) | ⚠ WARNING: Temperature=104.23°C
4,2024-02-23 08:00:00,HIGH,0.6309,ML model predicts FAILURE (prob=63.1%) | ⚠ WARNING: Temperature=103.36°C
3,2024-02-20 12:00:00,HIGH,0.6308,ML model predicts FAILURE (prob=63.1%) | ⚠ WARNING: Temperature=104.62°C
3,2024-02-27 00:00:00,HIGH,0.6307,ML model predicts FAILURE (prob=63.1%) | ⚠ CRITICAL: Temperature=118.87°C | ⚠ CRITICAL: Vibration=2.0463 mm/s
1,2024-02-28 00:00:00,HIGH,0.6307,ML model predicts FAILURE (prob=63.1%) | ⚠ WARNING: Temperature=102.59°C | ⚠ CRITICAL: Vibration=2.2404 mm/s
4,2024-02-27 12:00:00,HIGH,0.6304,ML model predicts FAILURE (prob=63.0%) | ⚠ WARNING: Temperature=109.79°C | ⚠ CRITICAL: Vibration=2.2957 mm/s
3,2024-02-20 09:00:00,HIGH,0.6301,ML model predicts FAILURE (prob=63.0%) | ⚠ WARNING: Temperature=107.69°C
4,2024-02-21 21:00:00,HIGH,0.63,ML model predicts FAILURE (prob=63.0%) | ⚠ WARNING: Temperature=102.96°C
3,2024-02-25 22:00:00,HIGH,0.6284,ML model predicts FAILURE (prob=62.8%) | ⚠ CRITICAL: Temperature=113.46°C | ⚠ CRITICAL: Vibration=2.0444 mm/s
2,2024-02-12 22:00:00,HIGH,0.6284,ML model predicts FAILURE (prob=62.8%) | ⚠ WARNING: Temperature=95.07°C
2,2024-01-21 18:00:00,HIGH,0.6284,ML model predicts FAILURE (prob=62.8%)
3,2024-02-21 16:00:00,HIGH,0.628,ML model predicts FAILURE (prob=62.8%) | ⚠ WARNING: Temperature=108.71°C
3,2024-02-29 05:00:00,HIGH,0.6277,ML model predicts FAILURE (prob=62.8%) | ⚠ CRITICAL: Temperature=117.83°C | ⚠ CRITICAL: Vibration=2.2291 mm/s
2,2024-02-21 03:00:00,HIGH,0.6276,ML model predicts FAILURE (prob=62.8%) | ⚠ WARNING: Temperature=106.48°C
1,2024-02-29 21:00:00,HIGH,0.6274,ML model predicts FAILURE (prob=62.7%) | ⚠ WARNING: Temperature=104.13°C | ⚠ CRITICAL: Vibration=2.4098 mm/s
4,2024-02-26 09:00:00,HIGH,0.6273,ML model predicts FAILURE (prob=62.7%) | ⚠ CRITICAL: Temperature=110.74°C | ⚠ CRITICAL: Vibration=2.1105 mm/s
2,2024-02-21 04:00:00,HIGH,0.6258,ML model predicts FAILURE (prob=62.6%) | ⚠ WARNING: Temperature=105.56°C
2,2024-02-24 23:00:00,HIGH,0.6257,ML model predicts FAILURE (prob=62.6%) | ⚠ CRITICAL: Temperature=111.04°C
5,2024-02-27 08:00:00,HIGH,0.6256,ML model predicts FAILURE (prob=62.6%) | ⚠ CRITICAL: Temperature=117.59°C | ⚠ CRITICAL: Vibration=2.0409 mm/s
4,2024-02-21 22:00:00,HIGH,0.6253,ML model predicts FAILURE (prob=62.5%) | ⚠ WARNING: Temperature=98.88°C
4,2024-02-27 22:00:00,HIGH,0.625,ML model predicts FAILURE (prob=62.5%) | ⚠ CRITICAL: Temperature=113.56°C | ⚠ CRITICAL: Vibration=2.1531 mm/s
3,2024-02-21 08:00:00,HIGH,0.6245,ML model predicts FAILURE (prob=62.5%) | ⚠ WARNING: Temperature=108.98°C
3,2024-02-18 11:00:00,HIGH,0.6244,ML model predicts FAILURE (prob=62.4%) | ⚠ WARNING: Temperature=107.8°C
4,2024-02-20 11:00:00,HIGH,0.6244,ML model predicts FAILURE (prob=62.4%) | ⚠ WARNING: Temperature=100.56°C
3,2024-02-24 01:00:00,HIGH,0.6244,ML model predicts FAILURE (prob=62.4%) | ⚠ CRITICAL: Temperature=112.88°C | ⚠ CRITICAL: Vibration=2.0215 mm/s
4,2024-02-21 15:00:00,HIGH,0.6242,ML model predicts FAILURE (prob=62.4%) | ⚠ WARNING: Temperature=103.61°C
2,2024-02-29 14:00:00,HIGH,0.6241,ML model predicts FAILURE (prob=62.4%) | ⚠ CRITICAL: Temperature=113.6°C | ⚠ CRITICAL: Vibration=2.1152 mm/s
1,2024-02-25 18:00:00,HIGH,0.6231,ML model predicts FAILURE (prob=62.3%) | ⚠ WARNING: Temperature=97.94°C | ⚠ CRITICAL: Vibration=2.2164 mm/s
2,2024-02-28 06:00:00,HIGH,0.623,ML model predicts FAILURE (prob=62.3%) | ⚠ CRITICAL: Temperature=110.71°C | ⚠ CRITICAL: Vibration=2.0999 mm/s
2,2024-02-02 02:00:00,HIGH,0.6225,ML model predicts FAILURE (prob=62.3%)
1,2024-01-01 21:00:00,HIGH,0.6223,ML model predicts FAILURE (prob=62.2%)
2,2024-02-29 06:00:00,HIGH,0.6223,ML model predicts FAILURE (prob=62.2%) | ⚠ CRITICAL: Temperature=115.24°C | ⚠ CRITICAL: Vibration=2.1004 mm/s
2,2024-02-29 00:00:00,HIGH,0.622,ML model predicts FAILURE (prob=62.2%) | ⚠ CRITICAL: Temperature=114.34°C | ⚠ CRITICAL: Vibration=2.1569 mm/s
4,2024-01-08 09:00:00,HIGH,0.622,ML model predicts FAILURE (prob=62.2%)
1,2024-02-21 22:00:00,HIGH,0.6219,ML model predicts FAILURE (prob=62.2%)
3,2024-02-25 02:00:00,HIGH,0.6214,ML model predicts FAILURE (prob=62.1%) | ⚠ WARNING: Temperature=109.62°C | ⚠ CRITICAL: Vibration=2.008 mm/s
3,2024-02-20 14:00:00,HIGH,0.6213,ML model predicts FAILURE (prob=62.1%) | ⚠ WARNING: Temperature=106.2°C
4,2024-02-22 08:00:00,HIGH,0.6212,ML model predicts FAILURE (prob=62.1%) | ⚠ WARNING: Temperature=104.88°C
2,2024-02-27 01:00:00,HIGH,0.6211,ML model predicts FAILURE (prob=62.1%) | ⚠ CRITICAL: Temperature=112.0°C | ⚠ CRITICAL: Vibration=2.0174 mm/s
4,2024-02-15 19:00:00,HIGH,0.6202,ML model predicts FAILURE (prob=62.0%) | ⚠ WARNING: Temperature=97.73°C
3,2024-02-27 16:00:00,HIGH,0.6197,ML model predicts FAILURE (prob=62.0%) | ⚠ CRITICAL: Temperature=116.65°C | ⚠ CRITICAL: Vibration=2.1113 mm/s
2,2024-02-23 06:00:00,HIGH,0.6189,ML model predicts FAILURE (prob=61.9%) | ⚠ CRITICAL: Temperature=110.53°C
3,2024-02-29 22:00:00,HIGH,0.6188,ML model predicts FAILURE (prob=61.9%) | ⚠ CRITICAL: Temperature=119.41°C | ⚠ CRITICAL: Vibration=2.317 mm/s
5,2024-01-18 07:00:00,HIGH,0.6188,ML model predicts FAILURE (prob=61.9%)
1,2024-02-25 10:00:00,HIGH,0.6187,ML model predicts FAILURE (prob=61.9%) | ⚠ WARNING: Temperature=102.52°C | ⚠ CRITICAL: Vibration=2.1682 mm/s
4,2024-02-20 21:00:00,HIGH,0.6176,ML model predicts FAILURE (prob=61.8%) | ⚠ WARNING: Temperature=103.87°C
1,2024-01-27 20:00:00,HIGH,0.6166,ML model predicts FAILURE (prob=61.7%)
3,2024-02-23 08:00:00,HIGH,0.6161,ML model predicts FAILURE (prob=61.6%) | ⚠ WARNING: Temperature=109.0°C
4,2024-02-24 03:00:00,HIGH,0.6159,ML model predicts FAILURE (prob=61.6%) | ⚠ WARNING: Temperature=104.88°C
3,2024-02-20 17:00:00,HIGH,0.6153,ML model predicts FAILURE (prob=61.5%) | ⚠ WARNING: Temperature=105.34°C
5,2024-02-23 15:00:00,HIGH,0.614,ML model predicts FAILURE (prob=61.4%) | ⚠ WARNING: Temperature=104.49°C
3,2024-02-22 17:00:00,HIGH,0.6135,ML model predicts FAILURE (prob=61.4%) | ⚠ WARNING: Temperature=108.97°C
3,2024-02-21 13:00:00,HIGH,0.6131,ML model predicts FAILURE (prob=61.3%) | ⚠ WARNING: Temperature=106.87°C
4,2024-02-17 10:00:00,HIGH,0.613,ML model predicts FAILURE (prob=61.3%) | ⚠ WARNING: Temperature=98.89°C
3,2024-01-10 00:00:00,HIGH,0.6127,ML model predicts FAILURE (prob=61.3%)
2,2024-01-05 00:00:00,HIGH,0.6127,ML model predicts FAILURE (prob=61.3%)
4,2024-02-20 04:00:00,HIGH,0.6126,ML model predicts FAILURE (prob=61.3%) | ⚠ WARNING: Temperature=102.14°C
3,2024-02-28 16:00:00,HIGH,0.6125,ML model predicts FAILURE (prob=61.3%) | ⚠ CRITICAL: Temperature=115.27°C | ⚠ CRITICAL: Vibration=2.155 mm/s
3,2024-02-26 09:00:00,HIGH,0.6122,ML model predicts FAILURE (prob=61.2%) | ⚠ CRITICAL: Temperature=110.19°C | ⚠ CRITICAL: Vibration=2.0972 mm/s
4,2024-02-27 02:00:00,HIGH,0.6112,ML model predicts FAILURE (prob=61.1%) | ⚠ CRITICAL: Temperature=115.15°C | ⚠ CRITICAL: Vibration=2.1745 mm/s
5,2024-02-23 06:00:00,HIGH,0.6107,ML model predicts FAILURE (prob=61.1%) | ⚠ WARNING: Temperature=107.77°C
5,2024-02-22 12:00:00,HIGH,0.6107,ML model predicts FAILURE (prob=61.1%) | ⚠ WARNING: Temperature=106.87°C
2,2024-02-26 15:00:00,HIGH,0.6102,ML model predicts FAILURE (prob=61.0%) | ⚠ CRITICAL: Temperature=111.2°C
1,2024-02-29 20:00:00,HIGH,0.6102,ML model predicts FAILURE (prob=61.0%) | ⚠ WARNING: Temperature=106.05°C | ⚠ CRITICAL: Vibration=2.3656 mm/s
3,2024-02-21 03:00:00,HIGH,0.61,ML model predicts FAILURE (prob=61.0%) | ⚠ WARNING: Temperature=105.63°C
4,2024-02-23 03:00:00,HIGH,0.6098,ML model predicts FAILURE (prob=61.0%) | ⚠ WARNING: Temperature=103.16°C
1,2024-02-09 08:00:00,HIGH,0.6096,ML model predicts FAILURE (prob=61.0%)
3,2024-02-18 14:00:00,HIGH,0.6093,ML model predicts FAILURE (prob=60.9%) | ⚠ WARNING: Temperature=107.03°C
4,2024-02-05 19:00:00,HIGH,0.6091,ML model predicts FAILURE (prob=60.9%)
2,2024-02-22 21:00:00,HIGH,0.6083,ML model predicts FAILURE (prob=60.8%) | ⚠ WARNING: Temperature=103.46°C
5,2024-02-23 05:00:00,HIGH,0.6082,ML model predicts FAILURE (prob=60.8%) | ⚠ WARNING: Temperature=104.54°C
3,2024-02-18 09:00:00,HIGH,0.6082,ML model predicts FAILURE (prob=60.8%) | ⚠ WARNING: Temperature=103.22°C
1,2024-02-29 07:00:00,HIGH,0.608,ML model predicts FAILURE (prob=60.8%) | ⚠ WARNING: Temperature=105.04°C | ⚠ CRITICAL: Vibration=2.363 mm/s
3,2024-02-20 13:00:00,HIGH,0.6077,ML model predicts FAILURE (prob=60.8%) | ⚠ WARNING: Temperature=107.0°C
1,2024-01-21 15:00:00,HIGH,0.6076,ML model predicts FAILURE (prob=60.8%)
3,2024-02-06 09:00:00,HIGH,0.6071,ML model predicts FAILURE (prob=60.7%)
1,2024-01-09 02:00:00,HIGH,0.607,ML model predicts FAILURE (prob=60.7%)
2,2024-01-07 11:00:00,HIGH,0.6068,ML model predicts FAILURE (prob=60.7%)
3,2024-02-19 20:00:00,HIGH,0.6065,ML model predicts FAILURE (prob=60.7%) | ⚠ WARNING: Temperature=107.61°C
4,2024-02-16 20:00:00,HIGH,0.6058,ML model predicts FAILURE (prob=60.6%) | ⚠ WARNING: Temperature=99.09°C
2,2024-02-28 19:00:00,HIGH,0.6054,ML model predicts FAILURE (prob=60.5%) | ⚠ CRITICAL: Temperature=114.88°C | ⚠ CRITICAL: Vibration=2.0885 mm/s
3,2024-02-27 21:00:00,HIGH,0.6053,ML model predicts FAILURE (prob=60.5%) | ⚠ CRITICAL: Temperature=119.3°C | ⚠ CRITICAL: Vibration=2.0275 mm/s
1,2024-02-25 17:00:00,HIGH,0.6052,ML model predicts FAILURE (prob=60.5%) | ⚠ WARNING: Temperature=99.97°C | ⚠ CRITICAL: Vibration=2.1391 mm/s
2,2024-02-28 01:00:00,HIGH,0.6049,ML model predicts FAILURE (prob=60.5%) | ⚠ CRITICAL: Temperature=112.04°C | ⚠ CRITICAL: Vibration=2.0957 mm/s
4,2024-02-27 16:00:00,HIGH,0.6045,ML model predicts FAILURE (prob=60.5%) | ⚠ CRITICAL: Temperature=110.63°C | ⚠ CRITICAL: Vibration=2.2755 mm/s
3,2024-02-25 05:00:00,HIGH,0.6038,ML model predicts FAILURE (prob=60.4%) | ⚠ CRITICAL: Temperature=111.31°C | ⚠ CRITICAL: Vibration=2.0447 mm/s
3,2024-02-19 13:00:00,HIGH,0.6036,ML model predicts FAILURE (prob=60.4%) | ⚠ WARNING: Temperature=107.2°C
3,2024-02-26 03:00:00,HIGH,0.6035,ML model predicts FAILURE (prob=60.4%) | ⚠ CRITICAL: Temperature=113.54°C
1,2024-01-31 01:00:00,HIGH,0.6027,ML model predicts FAILURE (prob=60.3%)
5,2024-02-29 00:00:00,HIGH,0.6024,ML model predicts FAILURE (prob=60.2%) | ⚠ CRITICAL: Temperature=116.94°C | ⚠ CRITICAL: Vibration=2.2214 mm/s
1,2024-02-22 22:00:00,HIGH,0.6016,ML model predicts FAILURE (prob=60.2%) | ⚠ WARNING: Temperature=99.13°C | ⚠ CRITICAL: Vibration=2.0537 mm/s
5,2024-02-23 14:00:00,HIGH,0.6015,ML model predicts FAILURE (prob=60.2%) | ⚠ WARNING: Temperature=105.48°C
2,2024-02-23 07:00:00,HIGH,0.601,ML model predicts FAILURE (prob=60.1%) | ⚠ WARNING: Temperature=105.05°C
4,2024-02-29 00:00:00,HIGH,0.601,ML model predicts FAILURE (prob=60.1%) | ⚠ CRITICAL: Temperature=115.25°C | ⚠ CRITICAL: Vibration=2.295 mm/s
4,2024-02-21 07:00:00,HIGH,0.6009,ML model predicts FAILURE (prob=60.1%) | ⚠ WARNING: Temperature=102.06°C
5,2024-02-20 03:00:00,HIGH,0.6008,ML model predicts FAILURE (prob=60.1%) | ⚠ WARNING: Temperature=103.56°C
3,2024-02-20 20:00:00,HIGH,0.6005,ML model predicts FAILURE (prob=60.1%) | ⚠ WARNING: Temperature=105.6°C
5,2024-02-24 02:00:00,HIGH,0.6,ML model predicts FAILURE (prob=60.0%) | ⚠ WARNING: Temperature=104.51°C
4,2024-01-16 01:00:00,HIGH,0.6,ML model predicts FAILURE (prob=60.0%)
4,2024-02-18 05:00:00,HIGH,0.5998,ML model predicts FAILURE (prob=60.0%) | ⚠ WARNING: Temperature=99.82°C
3,2024-02-18 12:00:00,HIGH,0.5997,ML model predicts FAILURE (prob=60.0%) | ⚠ WARNING: Temperature=100.36°C
1,2024-02-28 12:00:00,HIGH,0.599,ML model predicts FAILURE (prob=59.9%) | ⚠ WARNING: Temperature=103.88°C | ⚠ CRITICAL: Vibration=2.4165 mm/s
1,2024-02-29 16:00:00,HIGH,0.5988,ML model predicts FAILURE (prob=59.9%) | ⚠ WARNING: Temperature=102.56°C | ⚠ CRITICAL: Vibration=2.2748 mm/s
4,2024-02-23 06:00:00,HIGH,0.5986,ML model predicts FAILURE (prob=59.9%) | ⚠ WARNING: Temperature=109.55°C
5,2024-02-23 11:00:00,HIGH,0.5985,ML model predicts FAILURE (prob=59.9%) | ⚠ WARNING: Temperature=104.53°C
1,2024-02-22 20:00:00,HIGH,0.5985,ML model predicts FAILURE (prob=59.9%) | ⚠ WARNING: Temperature=101.8°C
4,2024-02-23 21:00:00,HIGH,0.5983,ML model predicts FAILURE (prob=59.8%) | ⚠ WARNING: Temperature=106.93°C
5,2024-02-19 04:00:00,HIGH,0.5979,ML model predicts FAILURE (prob=59.8%) | ⚠ WARNING: Temperature=100.43°C
3,2024-02-21 19:00:00,HIGH,0.5977,ML model predicts FAILURE (prob=59.8%) | ⚠ WARNING: Temperature=109.33°C
5,2024-02-20 16:00:00,HIGH,0.5967,ML model predicts FAILURE (prob=59.7%) | ⚠ WARNING: Temperature=103.13°C
2,2024-02-21 05:00:00,HIGH,0.5952,ML model predicts FAILURE (prob=59.5%) | ⚠ WARNING: Temperature=106.28°C
3,2024-02-21 11:00:00,HIGH,0.595,ML model predicts FAILURE (prob=59.5%) | ⚠ WARNING: Temperature=107.64°C
4,2024-02-10 17:00:00,HIGH,0.5942,ML model predicts FAILURE (prob=59.4%)
3,2024-02-25 13:00:00,HIGH,0.5942,ML model predicts FAILURE (prob=59.4%) | ⚠ WARNING: Temperature=109.46°C | ⚠ CRITICAL: Vibration=2.005 mm/s
5,2024-02-20 22:00:00,HIGH,0.5941,ML model predicts FAILURE (prob=59.4%) | ⚠ WARNING: Temperature=103.71°C
2,2024-02-23 16:00:00,HIGH,0.5938,ML model predicts FAILURE (prob=59.4%) | ⚠ WARNING: Temperature=107.38°C
4,2024-02-22 17:00:00,HIGH,0.5935,ML model predicts FAILURE (prob=59.4%) | ⚠ WARNING: Temperature=105.31°C | ⚠ CRITICAL: Vibration=2.0057 mm/s
2,2024-02-24 13:00:00,HIGH,0.5929,ML model predicts FAILURE (prob=59.3%) | ⚠ WARNING: Temperature=108.09°C
1,2024-02-23 09:00:00,HIGH,0.5928,ML model predicts FAILURE (prob=59.3%) | ⚠ WARNING: Temperature=102.2°C
4,2024-02-28 09:00:00,HIGH,0.5918,ML model predicts FAILURE (prob=59.2%) | ⚠ CRITICAL: Temperature=118.19°C | ⚠ CRITICAL: Vibration=2.2732 mm/s
4,2024-02-25 04:00:00,HIGH,0.5911,ML model predicts FAILURE (prob=59.1%) | ⚠ WARNING: Temperature=109.36°C | ⚠ CRITICAL: Vibration=2.0887 mm/s
5,2024-02-26 22:00:00,HIGH,0.5899,ML model predicts FAILURE (prob=59.0%) | ⚠ WARNING: Temperature=108.27°C | ⚠ CRITICAL: Vibration=2.0793 mm/s
5,2024-02-23 09:00:00,HIGH,0.5898,ML model predicts FAILURE (prob=59.0%) | ⚠ WARNING: Temperature=104.44°C
4,2024-02-17 23:00:00,HIGH,0.5894,ML model predicts FAILURE (prob=58.9%) | ⚠ WARNING: Temperature=99.43°C
2,2024-02-23 09:00:00,HIGH,0.5886,ML model predicts FAILURE (prob=58.9%) | ⚠ WARNING: Temperature=108.14°C
1,2024-02-26 13:00:00,HIGH,0.5885,ML model predicts FAILURE (prob=58.9%) | ⚠ WARNING: Temperature=103.93°C | ⚠ CRITICAL: Vibration=2.1531 mm/s
3,2024-01-01 08:00:00,HIGH,0.5885,ML model predicts FAILURE (prob=58.9%)
4,2024-01-08 23:00:00,HIGH,0.5881,ML model predicts FAILURE (prob=58.8%)
5,2024-02-26 23:00:00,HIGH,0.5878,ML model predicts FAILURE (prob=58.8%) | ⚠ WARNING: Temperature=106.23°C | ⚠ CRITICAL: Vibration=2.0768 mm/s
1,2024-02-26 09:00:00,HIGH,0.5867,ML model predicts FAILURE (prob=58.7%) | ⚠ WARNING: Temperature=102.77°C | ⚠ CRITICAL: Vibration=2.1653 mm/s
3,2024-01-08 01:00:00,HIGH,0.5862,ML model predicts FAILURE (prob=58.6%)
3,2024-01-01 14:00:00,HIGH,0.5851,ML model predicts FAILURE (prob=58.5%)
1,2024-02-28 22:00:00,HIGH,0.5841,ML model predicts FAILURE (prob=58.4%) | ⚠ WARNING: Temperature=104.74°C | ⚠ CRITICAL: Vibration=2.3863 mm/s
2,2024-02-25 23:00:00,HIGH,0.584,ML model predicts FAILURE (prob=58.4%) | ⚠ WARNING: Temperature=107.34°C | ⚠ CRITICAL: Vibration=2.0554 mm/s
4,2024-02-26 10:00:00,HIGH,0.5839,ML model predicts FAILURE (prob=58.4%) | ⚠ CRITICAL: Temperature=110.52°C | ⚠ CRITICAL: Vibration=2.1983 mm/s
5,2024-02-25 03:00:00,HIGH,0.5833,ML model predicts FAILURE (prob=58.3%) | ⚠ WARNING: Temperature=109.92°C
2,2024-02-24 06:00:00,HIGH,0.583,ML model predicts FAILURE (prob=58.3%) | ⚠ WARNING: Temperature=107.82°C
3,2024-02-19 16:00:00,HIGH,0.5827,ML model predicts FAILURE (prob=58.3%) | ⚠ WARNING: Temperature=104.39°C
2,2024-01-30 01:00:00,HIGH,0.5827,ML model predicts FAILURE (prob=58.3%)
5,2024-02-25 00:00:00,HIGH,0.5824,ML model predicts FAILURE (prob=58.2%) | ⚠ WARNING: Temperature=107.14°C
3,2024-02-25 00:00:00,HIGH,0.5822,ML model predicts FAILURE (prob=58.2%) | ⚠ CRITICAL: Temperature=113.3°C
1,2024-02-25 16:00:00,HIGH,0.5818,ML model predicts FAILURE (prob=58.2%) | ⚠ WARNING: Temperature=102.09°C | ⚠ CRITICAL: Vibration=2.0838 mm/s
4,2024-01-16 00:00:00,HIGH,0.5817,ML model predicts FAILURE (prob=58.2%)
2,2024-02-26 10:00:00,HIGH,0.5816,ML model predicts FAILURE (prob=58.2%) | ⚠ CRITICAL: Temperature=111.38°C | ⚠ CRITICAL: Vibration=2.0556 mm/s
3,2024-02-26 04:00:00,HIGH,0.5815,ML model predicts FAILURE (prob=58.1%) | ⚠ CRITICAL: Temperature=111.34°C | ⚠ CRITICAL: Vibration=2.0457 mm/s
3,2024-01-01 13:00:00,HIGH,0.5815,ML model predicts FAILURE (prob=58.1%)
2,2024-02-23 19:00:00,HIGH,0.5812,ML model predicts FAILURE (prob=58.1%) | ⚠ WARNING: Temperature=107.99°C
2,2024-02-01 07:00:00,HIGH,0.5805,ML model predicts FAILURE (prob=58.1%)
4,2024-02-18 22:00:00,HIGH,0.5793,ML model predicts FAILURE (prob=57.9%) | ⚠ WARNING: Temperature=97.58°C
2,2024-02-24 14:00:00,HIGH,0.5789,ML model predicts FAILURE (prob=57.9%) | ⚠ CRITICAL: Temperature=111.52°C
5,2024-02-24 09:00:00,HIGH,0.5786,ML model predicts FAILURE (prob=57.9%) | ⚠ CRITICAL: Temperature=110.18°C
4,2024-02-20 09:00:00,HIGH,0.5782,ML model predicts FAILURE (prob=57.8%) | ⚠ WARNING: Temperature=100.3°C
5,2024-02-20 12:00:00,HIGH,0.5776,ML model predicts FAILURE (prob=57.8%) | ⚠ WARNING: Temperature=102.53°C
3,2024-02-25 23:00:00,HIGH,0.5772,ML model predicts FAILURE (prob=57.7%) | ⚠ CRITICAL: Temperature=113.28°C | ⚠ CRITICAL: Vibration=2.1399 mm/s
4,2024-02-27 10:00:00,HIGH,0.5771,ML model predicts FAILURE (prob=57.7%) | ⚠ WARNING: Temperature=109.65°C | ⚠ CRITICAL: Vibration=2.2708 mm/s
2,2024-02-22 15:00:00,HIGH,0.577,ML model predicts FAILURE (prob=57.7%) | ⚠ WARNING: Temperature=106.3°C
3,2024-02-29 03:00:00,HIGH,0.5766,ML model predicts FAILURE (prob=57.7%) | ⚠ CRITICAL: Temperature=115.4°C | ⚠ CRITICAL: Vibration=2.2313 mm/s
2,2024-02-26 07:00:00,HIGH,0.5764,ML model predicts FAILURE (prob=57.6%) | ⚠ WARNING: Temperature=107.17°C
3,2024-02-27 11:00:00,HIGH,0.5761,ML model predicts FAILURE (prob=57.6%) | ⚠ CRITICAL: Temperature=114.29°C | ⚠ CRITICAL: Vibration=2.0997 mm/s
3,2024-02-20 23:00:00,HIGH,0.5759,ML model predicts FAILURE (prob=57.6%) | ⚠ WARNING: Temperature=107.31°C
2,2024-02-23 08:00:00,HIGH,0.5759,ML model predicts FAILURE (prob=57.6%) | ⚠ WARNING: Temperature=108.75°C
5,2024-02-23 23:00:00,HIGH,0.5758,ML model predicts FAILURE (prob=57.6%) | ⚠ WARNING: Temperature=103.05°C
1,2024-02-26 03:00:00,HIGH,0.5757,ML model predicts FAILURE (prob=57.6%) | ⚠ WARNING: Temperature=102.17°C | ⚠ CRITICAL: Vibration=2.1534 mm/s
2,2024-02-22 00:00:00,HIGH,0.5753,ML model predicts FAILURE (prob=57.5%) | ⚠ WARNING: Temperature=100.62°C
4,2024-02-28 05:00:00,HIGH,0.5751,ML model predicts FAILURE (prob=57.5%) | ⚠ CRITICAL: Temperature=113.3°C | ⚠ CRITICAL: Vibration=2.2389 mm/s
2,2024-02-21 10:00:00,HIGH,0.5747,ML model predicts FAILURE (prob=57.5%) | ⚠ WARNING: Temperature=107.82°C
5,2024-02-27 09:00:00,HIGH,0.5747,ML model predicts FAILURE (prob=57.5%) | ⚠ WARNING: Temperature=109.89°C | ⚠ CRITICAL: Vibration=2.0483 mm/s
2,2024-02-20 15:00:00,HIGH,0.5743,ML model predicts FAILURE (prob=57.4%) | ⚠ WARNING: Temperature=102.86°C
1,2024-02-23 23:00:00,HIGH,0.5742,ML model predicts FAILURE (prob=57.4%) | ⚠ WARNING: Temperature=100.62°C | ⚠ CRITICAL: Vibration=2.0379 mm/s
2,2024-02-21 15:00:00,HIGH,0.5734,ML model predicts FAILURE (prob=57.3%) | ⚠ WARNING: Temperature=105.58°C
4,2024-02-09 03:00:00,HIGH,0.5733,ML model predicts FAILURE (prob=57.3%)
3,2024-01-07 16:00:00,HIGH,0.5728,ML model predicts FAILURE (prob=57.3%)
1,2024-02-25 01:00:00,HIGH,0.5724,ML model predicts FAILURE (prob=57.2%) | ⚠ WARNING: Temperature=97.13°C | ⚠ CRITICAL: Vibration=2.1628 mm/s
5,2024-02-19 06:00:00,HIGH,0.5718,ML model predicts FAILURE (prob=57.2%) | ⚠ WARNING: Temperature=98.47°C
5,2024-01-08 04:00:00,HIGH,0.5715,ML model predicts FAILURE (prob=57.1%)
4,2024-02-11 22:00:00,HIGH,0.57,ML model predicts FAILURE (prob=57.0%)
3,2024-02-28 00:00:00,HIGH,0.5696,ML model predicts FAILURE (prob=57.0%) | ⚠ CRITICAL: Temperature=116.05°C | ⚠ CRITICAL: Vibration=2.1109 mm/s
1,2024-02-23 02:00:00,HIGH,0.5695,ML model predicts FAILURE (prob=57.0%) | ⚠ WARNING: Temperature=100.57°C
2,2024-02-26 22:00:00,HIGH,0.5695,ML model predicts FAILURE (prob=57.0%) | ⚠ CRITICAL: Temperature=113.41°C | ⚠ CRITICAL: Vibration=2.0826 mm/s
